# x_m,y_m,w_tr_right_m,w_tr_left_m
-31.5420,40.5624,1.5117,1.5117
-31.4795,40.4999,1.5104,1.5104
-31.4170,40.4999,1.5104,1.5104
-31.3545,40.4374,1.5117,1.5117
-31.2920,40.4374,1.4909,1.4909
-31.2295,40.3749,1.5117,1.5117
-31.1670,40.3124,1.5104,1.5104
-31.1045,40.3124,1.5104,1.5104
-31.0420,40.2499,1.5104,1.5104
-30.9795,40.2499,1.5104,1.5104
-30.9170,40.1874,1.5117,1.5117
-30.8545,40.1249,1.4909,1.4909
-30.7920,40.1249,1.5117,1.5117
-30.7295,40.0624,1.5104,1.5104
-30.6670,40.0624,1.5104,1.5104
-30.6045,39.9999,1.5104,1.5104
-30.5420,39.9999,1.5104,1.5104
-30.4795,39.9374,1.5117,1.5117
-30.4170,39.8749,1.4909,1.4909
-30.3545,39.8749,1.5117,1.5117
-30.2920,39.8124,1.5104,1.5104
-30.2295,39.8124,1.5104,1.5104
-30.1670,39.7499,1.5117,1.5117
-30.1045,39.7499,1.4909,1.4909
-30.0420,39.6874,1.5117,1.5117
-29.9795,39.6249,1.5104,1.5104
-29.9170,39.6249,1.5104,1.5104
-29.8545,39.5624,1.5104,1.5104
-29.7920,39.5624,1.5104,1.5104
-29.7295,39.4999,1.5117,1.5117
-29.6670,39.4374,1.4909,1.4909
-29.6045,39.4374,1.5117,1.5117
-29.5420,39.3749,1.5104,1.5104
-29.4795,39.3749,1.5104,1.5104
-29.4170,39.3124,1.5104,1.5104
-29.3545,39.3124,1.5104,1.5104
-29.2920,39.2499,1.5117,1.5117
-29.2295,39.1874,1.4909,1.4909
-29.1670,39.1874,1.5117,1.5117
-29.1045,39.1249,1.5104,1.5104
-29.0420,39.1249,1.5104,1.5104
-28.9795,39.0624,1.5104,1.5104
-28.9170,39.0624,1.5104,1.5104
-28.8545,38.9999,1.5117,1.5117
-28.7920,38.9374,1.4909,1.4909
-28.7295,38.9374,1.5117,1.5117
-28.6670,38.8749,1.5104,1.5104
-28.6045,38.8749,1.5104,1.5104
-28.5420,38.8124,1.5117,1.5117
-28.4795,38.8124,1.5104,1.5104
-28.4170,38.7499,1.5258,1.5258
-28.3545,38.6874,1.5104,1.5104
-28.2920,38.6874,1.5117,1.5117
-28.2295,38.6249,1.5104,1.5104
-28.1670,38.6249,1.5104,1.5104
-28.1045,38.5624,1.5117,1.5117
-28.0420,38.4999,1.4909,1.4909
-27.9795,38.4999,1.5117,1.5117
-27.9170,38.4374,1.5104,1.5104
-27.8545,38.4374,1.5104,1.5104
-27.7920,38.3749,1.5104,1.5104
-27.7295,38.3749,1.5104,1.5104
-27.6670,38.3124,1.5117,1.5117
-27.6045,38.2499,1.4909,1.4909
-27.5420,38.2499,1.5117,1.5117
-27.4795,38.1874,1.5117,1.5117
-27.4170,38.1874,1.5104,1.5104
-27.3545,38.1249,1.5258,1.5258
-27.2920,38.1249,1.5104,1.5104
-27.2295,38.0624,1.5258,1.5258
-27.1670,37.9999,1.5104,1.5104
-27.1045,37.9999,1.5117,1.5117
-27.0420,37.9374,1.5117,1.5117
-26.9795,37.8749,1.4909,1.4909
-26.9170,37.8749,1.5258,1.5258
-26.8545,37.8124,1.5104,1.5104
-26.7920,37.8124,1.5117,1.5117
-26.7295,37.7499,1.5104,1.5104
-26.6670,37.7499,1.5104,1.5104
-26.6045,37.6874,1.5117,1.5117
-26.5420,37.6249,1.4909,1.4909
-26.4795,37.6249,1.5258,1.5258
-26.4170,37.5624,1.5104,1.5104
-26.3545,37.5624,1.5117,1.5117
-26.2920,37.4999,1.5104,1.5104
-26.2295,37.4999,1.5104,1.5104
-26.1670,37.4374,1.5117,1.5117
-26.1045,37.3749,1.4909,1.4909
-26.0420,37.3749,1.5258,1.5258
-25.9795,37.3124,1.5104,1.5104
-25.9170,37.3124,1.5117,1.5117
-25.8545,37.2499,1.5117,1.5117
-25.7920,37.2499,1.5104,1.5104
-25.7295,37.1874,1.5258,1.5258
-25.6670,37.1249,1.5104,1.5104
-25.6045,37.1249,1.5117,1.5117
-25.5420,37.0624,1.5104,1.5104
-25.4795,37.0624,1.5104,1.5104
-25.4170,36.9999,1.5117,1.5117
-25.3545,36.9374,1.4909,1.4909
-25.2920,36.9374,1.5258,1.5258
-25.2295,36.8749,1.5104,1.5104
-25.1670,36.8749,1.5117,1.5117
-25.1045,36.8124,1.5104,1.5104
-25.0420,36.8124,1.5104,1.5104
-24.9795,36.7499,1.5117,1.5117
-24.9170,36.6874,1.4909,1.4909
-24.8545,36.6874,1.5258,1.5258
-24.7920,36.6249,1.5104,1.5104
-24.7295,36.6249,1.5117,1.5117
-24.6670,36.5624,1.5117,1.5117
-24.6045,36.5624,1.5104,1.5104
-24.5420,36.4999,1.5258,1.5258
-24.4795,36.4374,1.5104,1.5104
-24.4170,36.4374,1.5117,1.5117
-24.3545,36.3749,1.5104,1.5104
-24.2920,36.3749,1.5104,1.5104
-24.2295,36.3124,1.5117,1.5117
-24.1670,36.2499,1.4909,1.4909
-24.1045,36.2499,1.5258,1.5258
-24.0420,36.1874,1.5104,1.5104
-23.9795,36.1874,1.5117,1.5117
-23.9170,36.1249,1.5104,1.5104
-23.8545,36.1249,1.5104,1.5104
-23.7920,36.0624,1.5117,1.5117
-23.7295,35.9999,1.4909,1.4909
-23.6670,35.9999,1.5258,1.5258
-23.6045,35.9374,1.5104,1.5104
-23.5420,35.9374,1.5117,1.5117
-23.4795,35.8749,1.5117,1.5117
-23.4170,35.8749,1.5104,1.5104
-23.3545,35.8124,1.5258,1.5258
-23.2920,35.7499,1.5104,1.5104
-23.2295,35.7499,1.5117,1.5117
-23.1670,35.6874,1.5104,1.5104
-23.1045,35.6874,1.5104,1.5104
-23.0420,35.6249,1.5117,1.5117
-22.9795,35.5624,1.4909,1.4909
-22.9170,35.5624,1.5258,1.5258
-22.8545,35.4999,1.5104,1.5104
-22.7920,35.4999,1.5117,1.5117
-22.7295,35.4374,1.5104,1.5104
-22.6670,35.4374,1.5104,1.5104
-22.6045,35.3749,1.5117,1.5117
-22.5420,35.3124,1.4909,1.4909
-22.4795,35.3124,1.5258,1.5258
-22.4170,35.2499,1.5104,1.5104
-22.3545,35.2499,1.5117,1.5117
-22.2920,35.1874,1.5117,1.5117
-22.2295,35.1874,1.5104,1.5104
-22.1670,35.1249,1.5258,1.5258
-22.1045,35.0624,1.5104,1.5104
-22.0420,35.0624,1.5117,1.5117
-21.9795,34.9999,1.5104,1.5104
-21.9170,34.9999,1.5104,1.5104
-21.8545,34.9374,1.5117,1.5117
-21.7920,34.8749,1.4909,1.4909
-21.7295,34.8749,1.5258,1.5258
-21.6670,34.8124,1.5104,1.5104
-21.6045,34.8124,1.5117,1.5117
-21.5420,34.7499,1.5104,1.5104
-21.4795,34.7499,1.5104,1.5104
-21.4170,34.6874,1.5117,1.5117
-21.3545,34.6249,1.4909,1.4909
-21.2920,34.6249,1.5258,1.5258
-21.2295,34.5624,1.5104,1.5104
-21.1670,34.5624,1.5117,1.5117
-21.1045,34.4999,1.5117,1.5117
-21.0420,34.4999,1.5104,1.5104
-20.9795,34.4374,1.5258,1.5258
-20.9170,34.3749,1.5104,1.5104
-20.8545,34.3749,1.5117,1.5117
-20.7920,34.3124,1.5104,1.5104
-20.7295,34.3124,1.5104,1.5104
-20.6670,34.2499,1.5117,1.5117
-20.6045,34.1874,1.4909,1.4909
-20.5420,34.1874,1.5258,1.5258
-20.4795,34.1249,1.5104,1.5104
-20.4170,34.1249,1.5117,1.5117
-20.3545,34.0624,1.5104,1.5104
-20.2920,34.0624,1.5104,1.5104
-20.2295,33.9999,1.5117,1.5117
-20.1670,33.9374,1.4909,1.4909
-20.1045,33.9374,1.5258,1.5258
-20.0420,33.8749,1.5104,1.5104
-19.9795,33.8749,1.5117,1.5117
-19.9170,33.8124,1.5104,1.5104
-19.8545,33.8124,1.5104,1.5104
-19.7920,33.7499,1.5117,1.5117
-19.7295,33.6874,1.4909,1.4909
-19.6670,33.6874,1.5258,1.5258
-19.6045,33.6249,1.5104,1.5104
-19.5420,33.6249,1.5117,1.5117
-19.4795,33.5624,1.5117,1.5117
-19.4170,33.5624,1.5104,1.5104
-19.3545,33.4999,1.5258,1.5258
-19.2920,33.4374,1.5104,1.5104
-19.2295,33.4374,1.5117,1.5117
-19.1670,33.3749,1.5104,1.5104
-19.1045,33.3749,1.5104,1.5104
-19.0420,33.3124,1.5117,1.5117
-18.9795,33.2499,1.4909,1.4909
-18.9170,33.2499,1.5258,1.5258
-18.8545,33.1874,1.5104,1.5104
-18.7920,33.1874,1.5117,1.5117
-18.7295,33.1874,1.4817,1.4817
-18.6670,33.1249,1.5104,1.5104
-18.6045,33.1249,1.4817,1.4817
-18.5420,33.1249,1.4537,1.4537
-18.4795,33.0624,1.4817,1.4817
-18.4170,33.0624,1.4537,1.4537
-18.3545,32.9999,1.4856,1.4856
-18.2920,32.9999,1.4631,1.4631
-18.2295,32.9999,1.4429,1.4429
-18.1670,32.9999,1.4252,1.4252
-18.1045,32.9999,1.4101,1.4101
-18.0420,32.9374,1.4591,1.4591
-17.9795,32.9374,1.4429,1.4429
-17.9170,32.9374,1.4252,1.4252
-17.8545,32.9374,1.4101,1.4101
-17.7920,32.9374,1.3975,1.3975
-17.7295,32.9374,1.3877,1.3877
-17.6670,32.9374,1.3807,1.3807
-17.6045,32.8749,1.4252,1.4252
-17.5420,32.8749,1.4101,1.4101
-17.4795,32.8749,1.3975,1.3975
-17.4170,32.8749,1.3877,1.3877
-17.3545,32.8749,1.3807,1.3807
-17.2920,32.8749,1.3764,1.3764
-17.2295,32.8749,1.3750,1.3750
-17.1670,32.8124,1.4375,1.4375
-17.1045,32.8124,1.4375,1.4375
-17.0420,32.8124,1.4375,1.4375
-16.9795,32.8124,1.4375,1.4375
-16.9170,32.8124,1.4375,1.4375
-16.8545,32.8124,1.4375,1.4375
-16.7920,32.8124,1.4375,1.4375
-16.7295,32.8124,1.4375,1.4375
-16.6670,32.8124,1.4375,1.4375
-16.6045,32.7499,1.5000,1.5000
-16.5420,32.7499,1.5000,1.5000
-16.4795,32.8124,1.4375,1.4375
-16.4170,32.8124,1.4375,1.4375
-16.3545,32.8124,1.4375,1.4375
-16.2920,32.8124,1.4389,1.4389
-16.2295,32.8124,1.4429,1.4429
-16.1670,32.8124,1.4497,1.4497
-16.1045,32.8124,1.4591,1.4591
-16.0420,32.8749,1.4101,1.4101
-15.9795,32.8749,1.4252,1.4252
-15.9170,32.8749,1.4429,1.4429
-15.8545,32.8749,1.4591,1.4591
-15.7920,32.8749,1.4711,1.4711
-15.7295,32.9374,1.4252,1.4252
-15.6670,32.9374,1.4429,1.4429
-15.6045,32.9374,1.4631,1.4631
-15.5420,32.9374,1.4856,1.4856
-15.4795,32.9374,1.5026,1.5026
-15.4170,32.9999,1.4631,1.4631
-15.3545,32.9999,1.4856,1.4856
-15.2920,32.9999,1.5104,1.5104
-15.2295,32.9999,1.5373,1.5373
-15.1670,33.0624,1.5104,1.5104
-15.1045,33.1249,1.4817,1.4817
-15.0420,33.1249,1.5117,1.5117
-14.9795,33.1249,1.5436,1.5436
-14.9170,33.1874,1.5258,1.5258
-14.8545,33.1874,1.5625,1.5625
-14.7920,33.2499,1.5436,1.5436
-14.7295,33.3124,1.5258,1.5258
-14.6670,33.3749,1.5130,1.5130
-14.6045,33.3749,1.5474,1.5474
-14.5420,33.4374,1.5474,1.5474
-14.4795,33.4999,1.5474,1.5474
-14.4170,33.5624,1.5436,1.5436
-14.3545,33.6249,1.5258,1.5258
-14.2920,33.6874,1.5130,1.5130
-14.2295,33.7499,1.5052,1.5052
-14.1670,33.8124,1.5026,1.5026
-14.1045,33.8749,1.5052,1.5052
-14.0420,33.9374,1.5130,1.5130
-13.9795,33.9999,1.5117,1.5117
-13.9170,34.0624,1.4909,1.4909
-13.9170,34.1249,1.5026,1.5026
-13.8545,34.1874,1.5052,1.5052
-13.7920,34.2499,1.4909,1.4909
-13.7920,34.3124,1.4751,1.4751
-13.7295,34.3749,1.4909,1.4909
-13.7295,34.4374,1.4577,1.4577
-13.6670,34.4999,1.4817,1.4817
-13.6045,34.5624,1.4817,1.4817
-13.6045,34.6249,1.4817,1.4817
-13.5420,34.6874,1.4817,1.4817
-13.5420,34.7499,1.4817,1.4817
-13.4795,34.8124,1.4817,1.4817
-13.4795,34.8749,1.4817,1.4817
-13.4795,34.9374,1.4537,1.4537
-13.4170,34.9999,1.4817,1.4817
-13.4170,35.0624,1.4537,1.4537
-13.3545,35.1249,1.4817,1.4817
-13.3545,35.1874,1.4537,1.4537
-13.3545,35.2499,1.4266,1.4266
-13.2920,35.3124,1.4537,1.4537
-13.2920,35.3749,1.4280,1.4280
-13.2295,35.4374,1.4631,1.4631
-13.2295,35.4999,1.4429,1.4429
-13.2295,35.5624,1.4252,1.4252
-13.1670,35.6249,1.4631,1.4631
-13.1670,35.6874,1.4429,1.4429
-13.1670,35.7499,1.4252,1.4252
-13.1045,35.8124,1.4631,1.4631
-13.1045,35.8749,1.4429,1.4429
-13.1045,35.9374,1.4252,1.4252
-13.1045,35.9999,1.4045,1.4045
-13.0420,36.0624,1.4429,1.4429
-13.0420,36.1249,1.4252,1.4252
-13.0420,36.1874,1.4101,1.4101
-12.9795,36.2499,1.4591,1.4591
-12.9795,36.3124,1.4429,1.4429
-12.9795,36.3749,1.4252,1.4252
-12.9795,36.4374,1.4101,1.4101
-12.9170,36.4999,1.4591,1.4591
-12.9170,36.5624,1.4429,1.4429
-12.9170,36.6249,1.4252,1.4252
-12.9170,36.6874,1.4101,1.4101
-12.9170,36.7499,1.3975,1.3975
-12.8545,36.8124,1.4497,1.4497
-12.8545,36.8749,1.4429,1.4429
-12.8545,36.9374,1.4389,1.4389
-12.8545,36.9999,1.4252,1.4252
-12.7920,37.0624,1.4711,1.4711
-12.7920,37.1249,1.4591,1.4591
-12.7920,37.1874,1.4497,1.4497
-12.7920,37.2499,1.4429,1.4429
-12.7920,37.3124,1.4389,1.4389
-12.7920,37.3749,1.4252,1.4252
-12.7920,37.4374,1.4101,1.4101
-12.7920,37.4999,1.3975,1.3975
-12.7295,37.5624,1.4497,1.4497
-12.7295,37.6249,1.4429,1.4429
-12.7295,37.6874,1.4389,1.4389
-12.7295,37.7499,1.4375,1.4375
-12.7295,37.8124,1.4375,1.4375
-12.7295,37.8749,1.4375,1.4375
-12.7295,37.9374,1.4252,1.4252
-12.7295,37.9999,1.4101,1.4101
-12.7295,38.0624,1.3975,1.3975
-12.6670,38.1249,1.4497,1.4497
-12.6670,38.1874,1.4429,1.4429
-12.6670,38.2499,1.4389,1.4389
-12.6670,38.3124,1.4375,1.4375
-12.6670,38.3749,1.4375,1.4375
-12.6670,38.4374,1.4375,1.4375
-12.6670,38.4999,1.4375,1.4375
-12.6670,38.5624,1.4375,1.4375
-12.6670,38.6249,1.4375,1.4375
-12.6670,38.6874,1.4375,1.4375
-12.6045,38.7499,1.5000,1.5000
-12.6045,38.8124,1.5000,1.5000
-12.6045,38.8749,1.5000,1.5000
-12.6045,38.9374,1.5000,1.5000
-12.6045,38.9999,1.5000,1.5000
-12.6045,39.0624,1.5000,1.5000
-12.6045,39.1249,1.5000,1.5000
-12.6045,39.1874,1.5000,1.5000
-12.6045,39.2499,1.5000,1.5000
-12.6045,39.3124,1.5000,1.5000
-12.6045,39.3749,1.5000,1.5000
-12.6045,39.4374,1.5000,1.5000
-12.6045,39.4999,1.5000,1.5000
-12.5420,39.5624,1.5625,1.5625
-12.5420,39.6249,1.5625,1.5625
-12.5420,39.6874,1.5625,1.5625
-12.5420,39.7499,1.5625,1.5625
-12.5420,39.8124,1.5625,1.5625
-12.5420,39.8749,1.5625,1.5625
-12.5420,39.9374,1.5625,1.5625
-12.5420,39.9999,1.5625,1.5625
-12.5420,40.0624,1.5625,1.5625
-12.5420,40.1249,1.5625,1.5625
-12.5420,40.1874,1.5625,1.5625
-12.5420,40.2499,1.5625,1.5625
-12.5420,40.3124,1.5625,1.5625
-12.5420,40.3749,1.5625,1.5625
-12.5420,40.4374,1.5625,1.5625
-12.5420,40.4999,1.5625,1.5625
-12.5420,40.5624,1.5625,1.5625
-12.5420,40.6249,1.5625,1.5625
-12.5420,40.6874,1.5625,1.5625
-12.5420,40.7499,1.5625,1.5625
-12.5420,40.8124,1.5625,1.5625
-12.5420,40.8749,1.5625,1.5625
-12.5420,40.9374,1.5625,1.5625
-12.5420,40.9999,1.5625,1.5625
-12.5420,41.0624,1.5625,1.5625
-12.5420,41.1249,1.5625,1.5625
-12.5420,41.1874,1.5625,1.5625
-12.5420,41.2499,1.5625,1.5625
-12.5420,41.3124,1.5625,1.5625
-12.5420,41.3749,1.5625,1.5625
-12.5420,41.4374,1.5625,1.5625
-12.5420,41.4999,1.5625,1.5625
-12.5420,41.5624,1.5625,1.5625
-12.5420,41.6249,1.5625,1.5625
-12.5420,41.6874,1.5625,1.5625
-12.5420,41.7499,1.5625,1.5625
-12.5420,41.8124,1.5625,1.5625
-12.5420,41.8749,1.5625,1.5625
-12.5420,41.9374,1.5625,1.5625
-12.5420,41.9999,1.5625,1.5625
-12.5420,42.0624,1.5625,1.5625
-12.5420,42.1249,1.5625,1.5625
-12.5420,42.1874,1.5625,1.5625
-12.5420,42.2499,1.5625,1.5625
-12.5420,42.3124,1.5625,1.5625
-12.5420,42.3749,1.5625,1.5625
-12.5420,42.4374,1.5625,1.5625
-12.5420,42.4999,1.5625,1.5625
-12.5420,42.5624,1.5625,1.5625
-12.5420,42.6249,1.5625,1.5625
-12.5420,42.6874,1.5625,1.5625
-12.5420,42.7499,1.5625,1.5625
-12.5420,42.8124,1.5625,1.5625
-12.5420,42.8749,1.5625,1.5625
-12.5420,42.9374,1.5625,1.5625
-12.5420,42.9999,1.5625,1.5625
-12.5420,43.0624,1.5625,1.5625
-12.5420,43.1249,1.5625,1.5625
-12.5420,43.1874,1.5625,1.5625
-12.5420,43.2499,1.5625,1.5625
-12.5420,43.3124,1.5625,1.5625
-12.5420,43.3749,1.5625,1.5625
-12.5420,43.4374,1.5625,1.5625
-12.5420,43.4999,1.5625,1.5625
-12.5420,43.5624,1.5625,1.5625
-12.5420,43.6249,1.5625,1.5625
-12.5420,43.6874,1.5625,1.5625
-12.5420,43.7499,1.5625,1.5625
-12.5420,43.8124,1.5625,1.5625
-12.5420,43.8749,1.5625,1.5625
-12.5420,43.9374,1.5625,1.5625
-12.5420,43.9999,1.5625,1.5625
-12.5420,44.0624,1.5625,1.5625
-12.5420,44.1249,1.5625,1.5625
-12.5420,44.1874,1.5625,1.5625
-12.5420,44.2499,1.5625,1.5625
-12.5420,44.3124,1.5625,1.5625
-12.5420,44.3749,1.5625,1.5625
-12.5420,44.4374,1.5625,1.5625
-12.5420,44.4999,1.5625,1.5625
-12.5420,44.5624,1.5625,1.5625
-12.5420,44.6249,1.5625,1.5625
-12.5420,44.6874,1.5625,1.5625
-12.5420,44.7499,1.5625,1.5625
-12.5420,44.8124,1.5625,1.5625
-12.5420,44.8749,1.5625,1.5625
-12.5420,44.9374,1.5625,1.5625
-12.5420,44.9999,1.5625,1.5625
-12.5420,45.0624,1.5625,1.5625
-12.5420,45.1249,1.5625,1.5625
-12.5420,45.1874,1.5625,1.5625
-12.5420,45.2499,1.5625,1.5625
-12.5420,45.3124,1.5625,1.5625
-12.5420,45.3749,1.5625,1.5625
-12.5420,45.4374,1.5625,1.5625
-12.5420,45.4999,1.5625,1.5625
-12.5420,45.5624,1.5625,1.5625
-12.5420,45.6249,1.5625,1.5625
-12.5420,45.6874,1.5625,1.5625
-12.5420,45.7499,1.5625,1.5625
-12.5420,45.8124,1.5625,1.5625
-12.5420,45.8749,1.5625,1.5625
-12.5420,45.9374,1.5625,1.5625
-12.5420,45.9999,1.5625,1.5625
-12.5420,46.0624,1.5625,1.5625
-12.5420,46.1249,1.5625,1.5625
-12.5420,46.1874,1.5625,1.5625
-12.5420,46.2499,1.5625,1.5625
-12.5420,46.3124,1.5625,1.5625
-12.5420,46.3749,1.5625,1.5625
-12.5420,46.4374,1.5625,1.5625
-12.5420,46.4999,1.5625,1.5625
-12.5420,46.5624,1.5625,1.5625
-12.5420,46.6249,1.5625,1.5625
-12.5420,46.6874,1.5625,1.5625
-12.5420,46.7499,1.5625,1.5625
-12.5420,46.8124,1.5625,1.5625
-12.5420,46.8749,1.5625,1.5625
-12.5420,46.9374,1.5625,1.5625
-12.5420,46.9999,1.5625,1.5625
-12.5420,47.0624,1.5625,1.5625
-12.5420,47.1249,1.5625,1.5625
-12.5420,47.1874,1.5625,1.5625
-12.5420,47.2499,1.5625,1.5625
-12.5420,47.3124,1.5625,1.5625
-12.5420,47.3749,1.5625,1.5625
-12.5420,47.4374,1.5625,1.5625
-12.5420,47.4999,1.5625,1.5625
-12.5420,47.5624,1.5625,1.5625
-12.5420,47.6249,1.5625,1.5625
-12.5420,47.6874,1.5625,1.5625
-12.5420,47.7499,1.5625,1.5625
-12.5420,47.8124,1.5625,1.5625
-12.5420,47.8749,1.5625,1.5625
-12.5420,47.9374,1.5625,1.5625
-12.5420,47.9999,1.5625,1.5625
-12.5420,48.0624,1.5625,1.5625
-12.5420,48.1249,1.5625,1.5625
-12.5420,48.1874,1.5625,1.5625
-12.5420,48.2499,1.5625,1.5625
-12.5420,48.3124,1.5625,1.5625
-12.5420,48.3749,1.5625,1.5625
-12.5420,48.4374,1.5625,1.5625
-12.5420,48.4999,1.5625,1.5625
-12.5420,48.5624,1.5625,1.5625
-12.5420,48.6249,1.5625,1.5625
-12.5420,48.6874,1.5625,1.5625
-12.5420,48.7499,1.5625,1.5625
-12.5420,48.8124,1.5625,1.5625
-12.5420,48.8749,1.5625,1.5625
-12.5420,48.9374,1.5625,1.5625
-12.5420,48.9999,1.5625,1.5625
-12.5420,49.0624,1.5625,1.5625
-12.5420,49.1249,1.5625,1.5625
-12.5420,49.1874,1.5625,1.5625
-12.5420,49.2499,1.5625,1.5625
-12.5420,49.3124,1.5625,1.5625
-12.5420,49.3749,1.5625,1.5625
-12.5420,49.4374,1.5625,1.5625
-12.5420,49.4999,1.5625,1.5625
-12.5420,49.5624,1.5625,1.5625
-12.5420,49.6249,1.5625,1.5625
-12.5420,49.6874,1.5625,1.5625
-12.5420,49.7499,1.5625,1.5625
-12.5420,49.8124,1.5625,1.5625
-12.5420,49.8749,1.5625,1.5625
-12.5420,49.9374,1.5625,1.5625
-12.5420,49.9999,1.5625,1.5625
-12.5420,50.0624,1.5625,1.5625
-12.5420,50.1249,1.5625,1.5625
-12.5420,50.1874,1.5625,1.5625
-12.5420,50.2499,1.5625,1.5625
-12.5420,50.3124,1.5625,1.5625
-12.5420,50.3749,1.5625,1.5625
-12.5420,50.4374,1.5625,1.5625
-12.5420,50.4999,1.5625,1.5625
-12.5420,50.5624,1.5625,1.5625
-12.5420,50.6249,1.5625,1.5625
-12.5420,50.6874,1.5625,1.5625
-12.5420,50.7499,1.5625,1.5625
-12.5420,50.8124,1.5625,1.5625
-12.5420,50.8749,1.5625,1.5625
-12.5420,50.9374,1.5625,1.5625
-12.5420,50.9999,1.5625,1.5625
-12.5420,51.0624,1.5625,1.5625
-12.5420,51.1249,1.5625,1.5625
-12.5420,51.1874,1.5625,1.5625
-12.5420,51.2499,1.5625,1.5625
-12.5420,51.3124,1.5625,1.5625
-12.5420,51.3749,1.5625,1.5625
-12.5420,51.4374,1.5625,1.5625
-12.5420,51.4999,1.5625,1.5625
-12.5420,51.5624,1.5625,1.5625
-12.5420,51.6249,1.5625,1.5625
-12.5420,51.6874,1.5625,1.5625
-12.5420,51.7499,1.5625,1.5625
-12.5420,51.8124,1.5625,1.5625
-12.5420,51.8749,1.5625,1.5625
-12.5420,51.9374,1.5625,1.5625
-12.5420,51.9999,1.5625,1.5625
-12.5420,52.0624,1.5625,1.5625
-12.5420,52.1249,1.5625,1.5625
-12.5420,52.1874,1.5625,1.5625
-12.5420,52.2499,1.5625,1.5625
-12.5420,52.3124,1.5625,1.5625
-12.5420,52.3749,1.5625,1.5625
-12.5420,52.4374,1.5625,1.5625
-12.5420,52.4999,1.5625,1.5625
-12.5420,52.5624,1.5625,1.5625
-12.5420,52.6249,1.5625,1.5625
-12.5420,52.6874,1.5625,1.5625
-12.5420,52.7499,1.5625,1.5625
-12.5420,52.8124,1.5625,1.5625
-12.5420,52.8749,1.5625,1.5625
-12.5420,52.9374,1.5625,1.5625
-12.5420,52.9999,1.5625,1.5625
-12.5420,53.0624,1.5625,1.5625
-12.5420,53.1249,1.5625,1.5625
-12.5420,53.1874,1.5625,1.5625
-12.5420,53.2499,1.5625,1.5625
-12.5420,53.3124,1.5625,1.5625
-12.5420,53.3749,1.5625,1.5625
-12.5420,53.4374,1.5625,1.5625
-12.5420,53.4999,1.5625,1.5625
-12.5420,53.5624,1.5625,1.5625
-12.5420,53.6249,1.5625,1.5625
-12.5420,53.6874,1.5625,1.5625
-12.5420,53.7499,1.5625,1.5625
-12.5420,53.8124,1.5625,1.5625
-12.5420,53.8749,1.5625,1.5625
-12.5420,53.9374,1.5625,1.5625
-12.5420,53.9999,1.5625,1.5625
-12.5420,54.0624,1.5625,1.5625
-12.5420,54.1249,1.5625,1.5625
-12.5420,54.1874,1.5625,1.5625
-12.5420,54.2499,1.5625,1.5625
-12.5420,54.3124,1.5625,1.5625
-12.5420,54.3749,1.5625,1.5625
-12.5420,54.4374,1.5625,1.5625
-12.5420,54.4999,1.5625,1.5625
-12.5420,54.5624,1.5625,1.5625
-12.5420,54.6249,1.5625,1.5625
-12.5420,54.6874,1.5625,1.5625
-12.5420,54.7499,1.5625,1.5625
-12.5420,54.8124,1.5625,1.5625
-12.5420,54.8749,1.5625,1.5625
-12.5420,54.9374,1.5625,1.5625
-12.5420,54.9999,1.5625,1.5625
-12.5420,55.0624,1.5625,1.5625
-12.5420,55.1249,1.5625,1.5625
-12.5420,55.1874,1.5625,1.5625
-12.5420,55.2499,1.5625,1.5625
-12.5420,55.3124,1.5625,1.5625
-12.5420,55.3749,1.5625,1.5625
-12.5420,55.4374,1.5625,1.5625
-12.5420,55.4999,1.5625,1.5625
-12.5420,55.5624,1.5625,1.5625
-12.5420,55.6249,1.5625,1.5625
-12.5420,55.6874,1.5625,1.5625
-12.5420,55.7499,1.5625,1.5625
-12.5420,55.8124,1.5625,1.5625
-12.5420,55.8749,1.5625,1.5625
-12.5420,55.9374,1.5625,1.5625
-12.5420,55.9999,1.5625,1.5625
-12.5420,56.0624,1.5625,1.5625
-12.5420,56.1249,1.5625,1.5625
-12.5420,56.1874,1.5625,1.5625
-12.5420,56.2499,1.5625,1.5625
-12.5420,56.3124,1.5625,1.5625
-12.5420,56.3749,1.5625,1.5625
-12.5420,56.4374,1.5625,1.5625
-12.5420,56.4999,1.5625,1.5625
-12.5420,56.5624,1.5625,1.5625
-12.5420,56.6249,1.5625,1.5625
-12.5420,56.6874,1.5625,1.5625
-12.5420,56.7499,1.5625,1.5625
-12.5420,56.8124,1.5625,1.5625
-12.5420,56.8749,1.5625,1.5625
-12.5420,56.9374,1.5625,1.5625
-12.5420,56.9999,1.5625,1.5625
-12.5420,57.0624,1.5625,1.5625
-12.5420,57.1249,1.5625,1.5625
-12.5420,57.1874,1.5625,1.5625
-12.5420,57.2499,1.5625,1.5625
-12.5420,57.3124,1.5625,1.5625
-12.5420,57.3749,1.5625,1.5625
-12.5420,57.4374,1.5625,1.5625
-12.5420,57.4999,1.5625,1.5625
-12.5420,57.5624,1.5625,1.5625
-12.5420,57.6249,1.5625,1.5625
-12.5420,57.6874,1.5625,1.5625
-12.5420,57.7499,1.5625,1.5625
-12.5420,57.8124,1.5625,1.5625
-12.5420,57.8749,1.5625,1.5625
-12.5420,57.9374,1.5625,1.5625
